"mz","rt","X300_500_Neg_JeansA.mzXML","X300_500_Neg_JeansB.mzXML","X300_500_Neg_JeansC.mzXML","X300_500_Neg_JeansD.mzXML","X300_500_Neg_JeansDx.mzXML","X300_500_Neg_JeansE.mzXML","X300_500_Neg_JeansF.mzXML","X300_500_Neg_JeansG.mzXML","X300_500_Neg_JeansGx.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","ionmodescore","adductscore","MS2score","allscore","X","X460","rows"
325.1847534,6.1154,100,100,293582.375,100,100,100,100,100,100,3,"C17H27NO5;C18H30O3S;C16H20N8;C17H29NO6;C18H30O3S;C18H30O3S;C18H30O3S","-0.483857529514497;-0.00900078974875944;-0.484194320806176;-0.483857529514497;-0.00900078974875944;-0.00900078974875944;-0.00900078974875944","0.00995033085316809;-3.5926091082867;0.00995033085316809;0.00995033085316809;-3.5926091082867;-3.5926091082867;-3.5926091082867","-0.873907198661329;-3.00160989803546;-1.27424398995301;-0.873907198661329;-3.00160989803546;-3.00160989803546;-3.00160989803546","OC(=O)\C=C\C(=O)OCCNC(=O)CCCCCCCCC=C;CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;Cc1ccc2n[nH]nc2c1.Cc3ccccc3N=C(N)N=C(N)N;CCOC(=O)C=C.COC(=O)C(C)=C.CC1CN1.CC(=C)C(O)=O;CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O","27209;3371;18336;43018;28583;8002;24641","[M-H]-;[M-H]-;[M]-;[M-H-H2O]-;[M-H]-;[M-H]-;[M-H]-","0;0;0;0;0;0;0","0;-0.5;0;0;0;0;0","1;1;0.5;0;1;1;1","0;1;0;0;1;1;1","0.126092801338671;0;-0.77424398995301;-0.873907198661329;-1.00160989803546;-1.00160989803546;-1.00160989803546",NA,NA,""
326.1880798,6.1154,100,100,1135029.15625,100,100,100,100,100,100,3,"C18H30O3S;C18H30O3S;C18H30O3S;C18H30O3S","0.0078736674433802;0.0078736674433802;0.0078736674433802;0.0078736674433802","-3.24323477211755;-3.24323477211755;-3.24323477211755;-3.24323477211755","-4.09250396181703;-4.09250396181703;-4.09250396181703;-4.09250396181703","CCCCCCCCCCCCO[S](=O)(=O)c1ccccc1;CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O;CCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCC(C(C)CC(C)CC(C)C)c1ccc(cc1)[S](O)(=O)=O","3371;18336;8002;24641","[M-H]-;[M-H]-;[M-H]-;[M-H]-","0;0;0;0","-0.5;0;0;0","1;1;1;1","0;0;0;0","0;-3.09250396181703;-3.09250396181703;-3.09250396181703",NA,NA,""
327.2543437,8.047916667,100,100,100,100,100,100,823895.73828125,651032.67578125,209036.48828125,7,"C19H36O4;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C18H34O2;C19H36O4;C19H36O4;C19H36O4","0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243;0.00979813716114243","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","0.219748468014311;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;-0.180251531985689;0.219748468014311;0.219748468014311;0.219748468014311","CCCCCCCCCC(CCCCCCCC(O)=O)C(O)=O;CCCCCCCC/C=C/CCCCCCCC(O)=O;CCCCCCCCCCCCCCCC(=O)OC=C;CCCCCCCC/C=C/CCCCCCCC(O)=O;CCCCCCCCCCCCCCOC(=O)C(C)=C;CCCCCCCCC\C=C/CCCCCCC(O)=O;CCCC\C=C/CCCCCCCCCCOC(C)=O;CCCCCCCOC(=O)CCCCCCCCC=C;CCCCCCCC\C=C/CCCCCCCC(O)=O;CCCCC(CC)C(O)C","","","","","","","",NA,NA,""
327.9229635,0.876563333,100,100,100,100,100,100,164950.041967188,100,100,7,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
328.1930542,6.086483333,100,100,126833.716089453,100,100,100,100,100,100,3,"C11H28ClN5O","-4.605170186","-3.940136313","-8.545306499","NCCNCCNCCNCCN.ClCC1CO1","34800","[M+CH2O2-H]-","0","0","0","0","0",NA,NA,""
329.2339579,3.689266667,100,100,100,100,100,100,149182.9922375,100,100,7,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
329.2339579,3.689266667,100,100,100,100,100,100,149182.9922375,100,100,7,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
333.1358948,11.64683333,1122329.125,1027939.125,2058351.625,322377.125,450550.625,559453.125,101900.875,811846.125,1135119.125,3,"C24H16N2;C24H16N2;C24H16N2;C24H16N2;C24H16N2","-0.484159977866987;-0.484159977866987;-0.484159977866987;-0.484159977866987;-0.484159977866987","-4.54895295108933;-4.54895295108933;-4.54895295108933;-4.54895295108933;-4.54895295108933","-5.03311292895632;-5.03311292895632;-5.03311292895632;-5.03311292895632;-5.03311292895632","N","","","","","","","",NA,NA,""
333.22052,6.398366667,100,100,100,100,100,100,183053.716821875,181064.888721875,100,7,"C17H36N2S2;C18H34O3;C18H34O3;C22H27N3","-0.500960214145286;0.00938825611324011;0.00938825611324011;-0.0456729648925116","0.00995033085316809;-2.2917519256191;-2.2917519256191;-4.08003169501512","-0.491009883292118;-2.28236366950586;-2.28236366950586;-4.12570465990763","CCCCN(CCCC)C(S)=S.CN(C)C1CCCCC1;CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O;CCCCCC[C@H](O)C/C=C/CCCCCCCC(O)=O;CCCCCC1CCC(CC1)c2cnc(nc2)c3ccc(cc3)C","","","","","","","",NA,NA,""
334.13915,5.071816667,130760.515625,121933.140625,269208.515625,100,100,100,100,181074.703125,134389.515625,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
335.1902059,6.251116667,100,100,100,100,100,100,176762.9688,115298.0625,100,7,"C16H32O5S","0.007337306","-3.113580336","-3.10624303","CCCCCCCCCCCCCC(=O)OCC[S](O)(=O)=O","21838","[M-H]-","0","0","1","0","-2.10624303",NA,NA,""
335.2267354,8.757333333,1150910.375,6532159,690285.75,100,100,100,657665.9375,526586.1875,170980.6719,2,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
336.2300924,8.757333333,211917.8438,1217748.625,123838.5391,100,100,100,100,107375.8203,100,2,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
337.1222127,5.448883333,100,100,118025.1719,100,100,100,100,100,100,3,"C18H22ClNO3;C17H20ClNO;C17H20ClNO","-0.553102704462038;-0.553102704462038;-0.553102704462038","0.00995033085316809;0.00995033085316809;0.00995033085316809","-1.54315237360887;-1.54315237360887;-1.54315237360887","CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12;Clc1cccc(c1)C(=O)NC23CC4CC(CC(C4)C2)C3;[Cl-].C[N+](C)(C)Cc1ccc(cc1)C(=O)c2ccccc2","45450;11375;43510","[M-H]-;[M+CH2O2-H]-;[M+CH2O2-H]-","0;0;0","-0.5;0;0","1;0;0","0;0;0","0;-1.54315237360887;-1.54315237360887",NA,NA,""
337.1847636,5.99995,100,100,711082.825195312,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
337.2061056,7.980566667,1946236.90625,1666056.65625,20221988.90625,4258724.90625,825464.28125,100,11659139.90625,9485051.90625,4217623.90625,3,"C15H31NO7","-0.489580883","0.009950331","-0.479630552","OCCN(CCO)CCO.OC(=O)CCCCCCCC(O)=O","32157","[M-H]-","0","0","1","0","0.520369448",NA,NA,""
335.2267151,8.757333333,100,279117.2188,100,100,100,100,100,100,100,2,"C16H34O2S","-0.006951015","-4.556013973","-5.562964989","CC(C)(C)CCCCCCCCSCCOCCO","10621","[M+CH2O2-H]-","0","0","0","0","-5.562964989",NA,NA,""
336.2301025,8.757333333,100,126153.7344,100,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
336.2301025,8.757333333,100,118029.1094,100,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
337.1847839,5.99995,100,100,143966.481495313,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
337.2060852,7.892916667,100,100,2940877.65625,273062.15625,100,100,100,1021761.40625,100,3,"C15H31NO7;C16H34O5S","-0.483980615784971;0.00880195231068118","0.00995033085316809;-4.56285483941721","-0.474030284931802;-4.55405288710653","OCCN(CCO)CCO.OC(=O)CCCCCCCC(O)=O;CSC[C@@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)O","3578;32157","[M-H]-;[M-H]-","0;0","0;0","1;1","0;0","0.525969715068198;-3.55405288710653",NA,NA,""
337.2060852,7.892916667,100,100,2940877.65625,273062.15625,100,100,1478000.53125,1202806.65625,251455.09375,3,"C15H31NO7;C16H34O5S","-0.483980615784971;0.00880195231068118","0.00995033085316809;-4.56285483941721","-0.474030284931802;-4.55405288710653","OCCN(CCO)CCO.OC(=O)CCCCCCCC(O)=O;CSC[C@@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@H](C)O","3578;32157","[M-H]-;[M-H]-","0;0","0;0","1;1","0;0","0.525969715068198;-3.55405288710653",NA,NA,""
339.200297,7.297666667,1420843.25,250494.8125,100,535224,100,1422978.375,3845660.125,5620467.125,1607568.875,8,"C18H29NO5;C18H31NO6;C19H32O3S;C17H27NO3","-0.484064112933317;-0.484064112933317;0.00943062913710383;-0.484064112933317","-2.09923821986352;0.00995033085316809;-2.12089404407372;-2.68145225528147","-2.58330233279683;-0.474113782080149;-2.11146341493662;-3.16551636821479","CCCCOC(=O)\C=C/C(=O)OCCCC.C=CN1CCCC1=O;CCOC(=O)C=C.COC(=O)C(C)=C.CN(C)CCOC(=O)C(C)=C;CCCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O;CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1","22845;17903;16084;8653","[M-H]-;[M-H-H2O]-;[M-H]-;[M+CH2O2-H]-","0;0;0;0","-0.5;0;0;0","1;0;1;0","0;0;0;0","0;-0.474113782080149;-1.11146341493662;-3.16551636821479",NA,NA,""
339.2003988,7.31115,3042515.875,659588.375,17920397.125,219832,100,3255793.625,6807298.625,100,767895.125,3,"C18H29NO5;C18H31NO6;C17H27NO3;C19H32O3S","-0.484203167899557;-0.484203167899557;-0.484203167899557;0.0098971763208605","0.00995033085316809;0.00995033085316809;0.00995033085316809;-3.31975323059179","-0.474252837046389;-0.474252837046389;-0.474252837046389;-3.30985605427093","CCCCOC(=O)\C=C/C(=O)OCCCC.C=CN1CCCC1=O;CCOC(=O)C=C.COC(=O)C(C)=C.CN(C)CCOC(=O)C(C)=C;CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1;CCCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O","22845;17903;8653;16084","[M-H]-;[M-H-H2O]-;[M+CH2O2-H]-;[M-H]-","0;0;0;0","-0.5;0;0;0","1;0;0;1","0;0;0;0","0;-0.474252837046389;-0.474252837046389;-2.30985605427093",NA,NA,""
339.2110189,7.523566667,100,100,100,100,100,100,201232.529785156,178840.279785156,100,7,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
339.2541097,7.87395,100,100,135675.967798437,100,100,100,400955.764698437,229067.389698438,100,7,"C20H36O4;C20H36O4;C20H36O4;C20H36O4;C16H38NO4P;C16H38NO4P;C20H38O5;C20H38O5;C20H38O5;C19H34O2;C19H34O2;C19H34O2;C19H34O2;C20H36O4;C20H36O4;C20H36O4;C20H36O4;C20H36O4","0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00725983790070458;0.00725983790070458;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366;0.00964378959018366","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809","0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0172101687538727;0.0172101687538727;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518;0.0195941204433518","[O-]C(=O)CCCCCCCCCCCCCCCCCCC([O-])=O;CCCC/C=C/CCCC(=O)OC(CCCC)CCCCC(O)=O;CCCCC(CCCCC(O)=O)OC(=O)CCCC\C=C\CCC;CCCCC/C=C/CCCCCC(CC(=O)OCC(C)C)C(O)=O;CCCC[N+](CCCC)(CCCC)CCCC.O[P](O)([O-])=O;[NH4+].CCCCC(CC)CO[P]([O-])(=O)OCC(CC)CCCC;CCCCOCCOC(=O)CCCCC(=O)OCC(CC)CCCC;CCCCCCC(=O)OC(C)COCC(C)OC(=O)CCCCCC;CCCCC(CC)C(=O)OCCOCCOC(=O)C(CC)CCCC;CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC;CCCCC","","","","","","","",NA,NA,""
340.2037455,7.31115,635864.95703125,129746.03513125,3626967.58203125,100,100,648136.01953125,1315853.08203125,1014544.33203125,293196.33203125,3,"C19H32O3S","0.008745787","-3.208877209","-3.200131422","CCCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O","16084","[M-H]-","0","0","1","0","-2.200131422",NA,NA,""
341.1428426,7.4945,100,100,100,100,100,100,670158.053710938,526100.053710938,276389.772510937,7,"C20H23ClN2O;C20H22N2O;C20H25ClN2O2;C20H25ClN2O2;C20H24ClN3O","-0.0460362204237714;-0.0460362204237714;-0.0460362204237714;-0.0460362204237714;-0.557380483363596","0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;-3.5808027885559","-0.0360858895706034;-0.0360858895706034;-0.0360858895706034;-0.0360858895706034;-4.1381832719195","[Cl-].COc1ccc(NC=CC2=[N+](C)c3ccccc3C2(C)C)cc1;CCCCCCOc1ccc(cc1)C=Nc2ccc(cc2)C","","","","","","","",NA,NA,""
341.1959737,7.31115,127934.044896875,100,756372.841796875,100,100,137962.498096875,299395.716796875,254122.779296875,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
341.1959737,7.31115,100,100,307315.216796875,100,100,100,169926.263696875,172227.966796875,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
340.2037659,7.31115,100,100,305549.86333125,100,100,100,100,100,100,3,"C19H32O3S","0.008783686","-3.441230314","-3.432446629","CCCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O","16084","[M-H]-","0","0","1","0","-2.432446629",NA,NA,""
340.2037659,7.31115,100,100,305549.86333125,100,100,100,100,100,100,3,"C19H32O3S","0.008783686","-3.441230314","-3.432446629","CCCCCCCCCCC(CC)c1ccc(cc1)[S](O)(=O)=O","16084","[M-H]-","0","0","1","0","-2.432446629",NA,NA,""
341.2701518,8.516966667,100,100,100,100,100,100,163305.431640625,100,100,7,"C20H38O4;C20H38O4;C20H38O4;C20H38O4;C20H38O4;C20H38O4;C19H36O2;C19H36O2;C19H36O2;C19H36O2;C19H36O2;C19H36O2;C19H36O2;C19H36O2","-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413;-0.00220801184982413","-2.804947647373;-2.804947647373;-2.804947647373;-2.804947647373;-2.804947647373;-2.804947647373;-3.61575372978369;-3.61575372978369;-3.61575372978369;-3.61575372978369;-3.61575372978369;-3.61575372978369;-3.61575372978369;-3.61575372978369","-2.80715565922282;-2.80715565922282;-2.80715565922282;-2.80715565922282;-2.80715565922282;-2.80715565922282;-3.61796174163351;-3.61796174163351;-3.61796174163351;-3.61796174163351;-3.61796174163351;-3.61796174163351;-3.61796174163351;-3.61796174163351","CCCCCCCCCC(=O)OOC(=O)CCCCCCCCC;CCCCC(CC)COC(=O)CCC(=O)OCC(CC)CCCC;CCCCCCCOC(=O)CCCCC(=O)OCCCCCCC;CC(C)CCCCCOC(=O)CCC(=O)OCCCCCC(C)C;CCCCCCCCOC(=O)CCCCC(=O)OCCCCCC;CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)OCCO;CCCCCCCC/C=C/CCCCCCCC(=O)OC;CCCCCCCC/C=C/CCCCCCCC(=O)OC;CCCCCCCC/C=C/CCCCCCCC(=O)OC;CCCCCCCCCCCCCCCOC(=O)C(C)=C;CC/C=C/CCCCCCCCCCOC1CCCCO1;CCCCCCCCC\C=C/CCCCCCCOC=O;CCCC/C=C/CCCCCCCCOC1CCCCO1;CC[C@@H](C)CCCCC","","","","","","","",NA,NA,""
343.2131551,4.588416667,100,100,100,100,100,100,133219.442432813,100,100,7,"C18H32O6;C18H34O7;C17H30O4","0.00966300264710653;0.00966300264710653;0.00966300264710653","-4.06963710631873;-3.84214225947997;-4.49097630051969","-3.45997410367163;-3.23247925683286;-3.88131329787258","CC(C)CC(=O)OCC(COC(=O)CC(C)C)OC(=O)CC(C)C;CCCCC(CC)CO.OCCCOCCCO.O=C1OC(=O)C=C1;CCCCCCOC[C@H](C=O)C(=O)[C@@H](C)[C@@H](C)C(=O)CC","3767;28655;39552","[M-H]-;[M-H-H2O]-;[M+CH2O2-H]-","0;0;0","-0.5;0;0","1;0;0","1;1;1","0;-2.23247925683286;-2.88131329787258",NA,NA,""
345.1360881,5.043216667,100,100,142598.98051875,100,100,100,100,100,100,3,"C12H24O11;C12H24O11;C20H18N4O2;C20H18N4O2;C20H18N4O2;C20H18N4O2;C19H16N4","-0.483974909978147;-0.483974909978147;-0.00473495610483981;-0.00473495610483981;-0.00473495610483981;-0.00473495610483981;-0.00473495610483981","0.00995033085316809;0.00995033085316809;-2.40202722289806;-2.40202722289806;-2.40202722289806;-2.40202722289806;-3.16649911743164","-0.474024579124979;-0.474024579124979;-2.4067621790029;-2.4067621790029;-2.4067621790029;-2.4067621790029;-3.17123407353648","OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;COc1cc(N=Nc2ccccc2)c(C)cc1NN=C3C=CC(=O)C=C3;CC1=NN(c2ccccc2)C(=O)C1C3C(=NN(c4ccccc4)C3=O)C;CC/1=CC(=O)C=CC1=N/Nc2ccc(N\N=C/3C=CC(=O)C=C3C)cc2;Cc1ccccc1N\N=C/2C=CC(=O)C(=N/Nc3ccccc3C)\C2=O;N(\N=C(N=Nc1ccccc1)\c2ccccc2)c3ccccc3","4948;14771;12623;13135;18339;25641;4902","[M]-;[M]-;[M-H]-;[M-H]-;[M-H]-;[M-H]-;[M+CH2O2-H]-","0;0;0;0;0;0;0","0;0;-0.5;-0.5;-0.5;-0.5;0","0.5;0.5;1;1;1;1;0","0;0;0;0;0;0;0","0.025975420875021;0.025975420875021;0;0;0;0;-3.17123407353648",NA,NA,""
345.2438354,8.201566667,100,100,100,100,100,100,100,178885.4375,100,8,"C19H36ClNO2","-0.045159539","0.009950331","0.164790792","[H+].[Cl-].CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2","548","[M]-","0","0","0.5","0","0.664790792",NA,NA,""
347.1513672,5.448883333,184092.680958203,254520.524658203,2402662.8996582,494761.649658203,100,100,110672.587158203,166055.852758203,136518.680958203,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
348.1547038,5.448883333,100,100,348455.491943359,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
349.2060038,6.6395,100,100,5857939.5,126440.6016,100,100,208685.5469,384395.6563,134059.125,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
349.2423401,10.66913333,100,333991.672169141,385803.140869141,138152.718969141,100,100,2450336.51586914,1659111.76586914,697241.578369141,7,"C18H38O4S","0.00988646","-3.946458131","-3.936571671","CCCCCCCCCCCCCCCCCCO[S](O)(=O)=O","4234","[M-H]-","0","0","1","0","-2.936571671",NA,NA,""
350.2093608,6.6395,100,100,1096982.875,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
350.2456462,10.63985,100,100,100,100,100,100,480984.259521484,332053.697021484,146153.087621484,7,"C18H38O4S","0.008804363","-3.456555855","-3.447751492","CCCCCCCCCCCCCCCCCCO[S](O)(=O)=O","4234","[M-H]-","0","0","1","0","-2.447751492",NA,NA,""
349.1321106,6.703483333,100,100,100,100,100,100,177542.385792188,222896.995092188,124746.432592187,8,"C22H21O2P;C22H21O2P;C18H22N2O3;C18H22N2O3;C17H21ClN2O;C20H24ClN","-4.57895239220171;-4.57895239220171;-4.60517018598809;-4.60517018598809;-4.60517018598809;-4.52672573686645","0.00995033085316809;0.00995033085316809;-2.13183897428941;-2.13183897428941;-2.24139850978879;-2.62527848971289","-4.56900206134855;-4.56900206134855;-6.7370091602775;-6.7370091602775;-6.84656869577688;-7.15200422657934","CCOC(=O)C=[P](c1ccccc1)(c2ccccc2)c3ccccc3;Cc1cc(C)c(c(C)c1)C(=O)[P](=O)(c2ccccc2)c3ccccc3;CCCOc1ccc([N-][N+](=O)c2ccc(OCCC)cc2)cc1;Oc1c(ccc2ccccc12)C(=O)NCCCN3CCOCC3;CCN(CCCl)c1ccc(C=O)cc1.Cc2ccncc2;[H+].[Cl-].CN(C)CCC=C1c2ccccc2CCc3ccccc13","1915;43174;16669;19462;25209;5071","[M]-;[M]-;[M+Cl]-;[M+Cl]-;[M+CH2O2-H]-;[M+Cl]-","0;0;0;0;0;0","0;0;-0.5;-0.5;0;-0.5","0.5;0.5;0;0;0;0","0;0;0;0;0;0","0;0;0;0;0;0",NA,NA,""
349.2059631,6.6395,100,100,191498.4688,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
351.2014771,6.6395,100,100,254712.7813,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
350.2093811,6.6102,100,100,117129.9609,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
351.221578,8.12745,8561129.52587891,6258275.02587891,23293492.5258789,7143842.52587891,1437851.27587891,100,5538216.02587891,8491238.52587891,3396544.77587891,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
349.2422791,10.63985,100,100,100,100,100,100,104124.718969141,100,100,7,"C18H38O4S","-0.009015148","-3.339076476","-3.348091625","CCCCCCCCCCCCCCCCCCO[S](O)(=O)=O","4234","[M-H]-","0","0","1","0","-2.348091625",NA,NA,""
351.2380575,10.63985,100,100,100,100,100,100,112045.4531,100,100,7,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
352.2249451,8.12745,227170.5781,180301.5,4386215.5,213679.8125,100,100,159529.5938,267621.375,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
351.2216797,8.12745,1563249.22070312,1166708.72070312,4374962.22070312,1299414.59570312,260136.689503125,100,1069498.47070312,1550536.59570312,624525.408203125,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
353.0704651,4.198233333,100,100,100,100,100,100,133388.87505,100,100,7,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
351.1485596,7.320333333,100,276582.875,100,165695.0781,100,100,7326177,6961059.5,3814035.25,7,"C17H22ClN3","-1.588114527","0.009950331","-2.491207675","[H+].[Cl-].CN(C)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C","8886","[M+CH2O2-H]-","0","0","0","0","0",NA,NA,""
353.1637166,7.881316667,100,100,100,100,100,100,100,121425.24611875,100,8,"C13H30BrN3","-4.401398967","0.009950331","-5.391448636","[Br-].CCN(CC)C(N(CC)CC)=[N+](CC)CC","19491","[M+CH2O2-H]-","0","0","0","0","0",NA,NA,""
353.2007853,6.0577,100,100,74884646.0625,100,100,100,100,100,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
353.2007853,6.0577,314765.3125,875364.8125,74884646.0625,941633.5625,914246.5625,293757.5625,6924048.0625,1865512.5625,1736364.3125,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
351.2216797,8.12745,293716.908203125,102608.009803125,953413.845703125,100,100,100,383496.252003125,303209.627003125,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
353.2169088,8.12745,431221.288868359,279254.538868359,1282144.19506836,303388.070068359,100,100,358578.757568359,410719.570068359,173464.695068359,3,"C16H38Br2N2;C19H33NO6;C19H31NO5","-4.60517018598809;-4.54555464754378;-4.54555464754378","0.00995033085316809;-4.20165378723629;-4.3537083613974","-5.59521985513492;-9.74720843478007;-9.89926300894118","[Br-].[Br-].C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C;CCCCC(CC)COC(=O)C=C.CC(=O)OC=C.OCNC(=O)C=C;COC(=O)C(C)=C.CC(=C)C(=O)OCCN1CCOC12CCCCC2","412;18001;17450","[M-Br+O]-;[M-H-H2O]-;[M-H]-","0;0;0","0;0;-0.5","0.5;0;1","0;0;0","0;0;0",NA,NA,""
352.2250366,8.12745,169224.7031,130730.3906,493967,136100.7656,100,100,103821.3594,157025.625,100,3,"0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,""
