"mz","rt","X500_700_Neg_jgu1.mzXML","X500_700_Neg_jgu2.mzXML","X500_700_Neg_jgw1.mzXML","X500_700_Neg_jgw2.mzXML","X500_700_Neg_nju1.mzXML","X500_700_Neg_nju2.mzXML","X500_700_Neg_njw1.mzXML","X500_700_Neg_njw2.mzXML","X500_700_Neg_oju2.mzXML","X500_700_Neg_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","chracaterscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues"
652.588012695312,8.93091666666667,100,100,773220,100,400732.96875,233576.0625,8417593,701850.125,100,83175.8203125,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.599426269531,8.09596666666667,100,100,100,100,100,100,1727988.875,100,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.005920410156,8.54015,727359.3125,508485.5625,105544.96875,43173.42578125,100,100,100,100,100,100,1,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
651.011840820312,8.77041666666667,727359.3125,740296.5625,105544.96875,92338.0703125,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.03407796224,6.88911666666667,697548.8125,999349.8125,969047.0625,774675.9375,100,100,100,100,100,100,2,"C20H22N4O12S3","-0.513923030606262","0.00995033085316809","-0.132544128324523","COc1cc(c(OC)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S](O)(=O)=O)C)[S](=O)(=O)CCO[S](O)(=O)=O","17460","[M+CH2O2-H]-","0",0,"0","0","0","-0.132544128324523",0
653.152872721354,4.8335,100,100,100,100,100,100,100,100,100,236684.046875,10,"C27H32ClN5O5S2","-0.613619898455466","-3.94312528881219","-4.55674518726765","CCN(Cc1ccccc1Cl)c2ccc(N=Nc3sc4cc(ccc4n3)[S](O)(=O)=O)c(C)c2.OCCNCCO","37177","[M+CH2O2-H]-","0",0,"0","1","0","-3.55674518726765",0
653.265197753906,7.38801666666667,100,100,100,100,100,100,100,100,100,1769355.875,10,"C35H49ClO5S","-0.650591438481025","0.00995033085316809","-0.640641107627857","CCCCCCCCCc1ccccc1.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.OC(=O)CS.ClCC4CO4","36282","[M+Cl]-","0",0,"0","1","0","0.359358892372143",0
653.30967203776,6.4028,404410.6875,343587.25,532981.3125,384031.9375,100,100,100,100,1341039.75,2544035.75,10,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.365885416667,9.20843333333333,785562.875,780402,738752.9375,955373,100,100,100,100,100,100,4,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.375854492188,4.05961666666667,1553217,2217526.75,1001699.875,1205144.875,34818.23046875,16648.01953125,100,100,27943.974609375,61408.80078125,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.432006835938,9.77331666666667,100,100,100,100,318051.90625,465224.5,378868.09375,526530.625,100,100,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.488362630208,9.56473333333333,68095.25,100,100,100,164666.203125,96867.515625,42099.22265625,143460.359375,100,100,5,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
653.500366210938,8.37311666666667,477628.09375,309824.34375,145059.734375,708459.3125,100,100,100,100,1113906.125,98671.796875,9,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.552001953125,11.3546333333333,53917.3359375,104437.265625,279892.5625,50003,403658.375,340293.75,83480.640625,333283.375,100,100,5,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
651.586975097656,8.90215,100,100,100,100,128408.1640625,73176.65625,5302182.5,143025.609375,100,342985.6875,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
